Time Stamp (ms), Accel Low X, Accel Low Y, Accel Low Z, Accel Med X, Accel Med Y, Accel Med Z, Accel High Z, Temp (deg C), Pres (Pa), Geiger (counts), Humidity, Gyro X, Gyro Y, Gyro Z
265594,4,102,343,272,292,341,528,34,1709,0,510,-68,61,27993
265625,4,102,342,272,292,341,529,34,1709,0,508,-93,55,27991
265656,4,102,342,272,291,341,528,34,1709,1,508,-111,75,27994
265686,4,102,343,272,292,341,528,34,1709,0,507,-106,103,27992
265719,4,103,344,272,292,341,528,34,1709,0,507,-78,109,27993
265750,4,103,344,272,292,342,529,34,1709,0,507,-54,85,27995
265781,4,102,343,272,292,341,528,34,1709,0,507,-67,59,27994
265811,4,102,342,272,291,341,527,34,1709,0,507,-95,53,27992
265842,4,102,342,272,292,341,528,34,1709,0,510,-114,75,27993
265873,4,102,343,272,292,341,527,34,1709,2,508,-106,104,27992
265906,4,103,344,272,292,341,528,34,1709,0,510,-69,109,27992
265936,4,103,344,272,292,341,527,34,1709,1,507,-54,85,27993
265967,4,102,343,272,292,341,527,34,1709,0,507,-65,57,27993
265998,4,102,342,272,291,341,529,34,1709,0,510,-96,53,27994
266029,4,102,342,272,292,341,526,34,1709,0,508,-115,76,27993
266059,4,102,342,272,291,341,528,34,1709,0,508,-107,111,27993
266090,4,103,343,272,292,342,529,34,1709,0,507,-68,111,27994
266123,4,103,344,272,292,341,529,34,1709,0,508,-52,85,27992
266153,4,102,342,272,292,341,529,34,1709,0,507,-63,55,27993
266184,4,102,342,272,292,341,528,34,1709,2,510,-94,53,27993
266215,4,102,342,272,292,341,528,34,1709,0,508,-115,87,27993
266248,4,102,343,272,292,341,529,34,1709,0,508,-99,111,27993
266278,4,103,344,272,292,341,528,34,1709,0,508,-68,113,27993
266309,4,103,344,272,292,341,528,34,1709,0,510,-50,85,27994
266343,4,102,343,272,292,341,527,34,1709,1,509,-74,50,27995
266373,4,102,342,272,291,341,528,34,1709,0,507,-108,55,27996
266403,4,102,342,272,292,341,527,34,1709,0,508,-118,86,27992
266434,4,103,343,272,292,341,528,34,1709,0,508,-99,114,27992
266465,4,103,344,272,292,342,530,34,1709,0,509,-67,115,27991
266496,4,103,344,272,292,341,528,34,1709,0,507,-49,85,27991
266526,4,102,343,272,292,341,528,34,1709,0,507,-64,50,27995
266560,4,102,342,272,291,341,529,34,1709,1,510,-107,55,27994
266590,4,102,342,272,291,341,529,34,1709,0,507,-121,86,27993
266620,4,102,343,272,292,341,528,34,1709,0,507,-99,115,27993
266651,4,103,344,272,292,342,528,34,1709,0,508,-65,114,27996
266682,4,103,344,272,292,341,529,34,1709,0,507,-47,74,27994
266712,4,102,343,272,292,341,528,34,1709,0,510,-73,47,27996
266745,4,102,342,272,292,341,528,34,1709,0,509,-108,54,27994
266776,4,102,342,272,292,341,528,34,1709,0,509,-121,87,27993
266807,4,102,343,272,292,341,528,34,1709,0,508,-101,117,27994
266836,4,103,344,272,292,341,529,34,1709,0,509,-64,106,27993
266867,4,103,344,272,292,341,527,34,1709,0,508,-49,71,27993
266898,4,102,343,272,292,341,528,34,1709,0,506,-74,46,27993
266929,4,102,342,272,291,341,528,34,1709,0,509,-109,52,27993
266961,4,102,342,272,292,341,529,34,1709,1,509,-121,87,27990
266992,4,103,343,272,292,341,528,34,1709,1,510,-100,121,27996
267023,4,103,344,272,292,342,527,34,1709,1,509,-55,110,27994
267054,4,103,344,272,292,341,528,34,1709,0,509,-45,71,27995
267084,4,102,343,272,292,341,529,34,1709,0,506,-72,45,27990
267115,4,102,342,272,291,341,528,34,1709,1,508,-110,51,27993
267147,4,102,342,272,291,341,527,34,1709,1,506,-125,100,27991
267181,4,103,344,272,292,341,529,34,1709,0,508,-88,122,27989
267211,4,103,344,272,292,342,528,34,1709,1,508,-52,108,27990
267242,4,103,343,272,292,341,527,34,1709,0,509,-45,74,27992
267273,4,102,342,272,292,341,528,34,1709,1,509,-73,42,27992
267303,4,102,341,272,292,341,528,34,1709,0,507,-111,62,27991
267334,4,102,342,272,291,341,528,34,1709,1,506,-121,101,27991
267365,4,103,344,272,292,341,529,34,1709,0,508,-89,124,27989
267398,4,103,344,272,292,342,529,34,1709,1,509,-50,109,27991
267428,4,102,343,272,292,341,529,34,1709,0,509,-44,57,27993
267459,4,102,342,272,292,341,529,34,1709,0,506,-87,38,27993
267490,4,101,341,272,291,341,528,34,1709,0,508,-122,61,27993
267521,4,102,342,272,292,341,528,34,1709,0,509,-123,102,27990
267551,4,103,344,272,292,341,529,34,1709,0,509,-89,126,27993
267585,4,103,344,272,292,341,528,34,1709,0,509,-49,99,27993
267616,4,102,343,272,292,341,528,34,1709,0,509,-48,55,27993
267645,4,102,342,272,291,341,527,34,1709,0,506,-88,40,27991
267676,4,101,341,272,292,341,528,34,1709,0,508,-124,60,27992
267707,4,102,342,272,292,341,529,34,1709,0,508,-124,105,27991
267738,4,103,344,272,292,341,528,34,1709,0,509,-89,128,27991
267768,4,103,344,272,292,342,527,34,1709,0,507,-48,112,27992
267802,4,102,343,272,292,341,528,34,1709,1,507,-46,56,27989
267833,4,102,342,272,291,341,529,34,1709,0,506,-88,36,27990
267863,4,102,341,272,291,341,528,34,1709,1,507,-124,60,27988
267893,4,102,343,272,292,341,530,34,1709,0,506,-123,105,27989
267924,4,103,344,272,292,341,528,34,1709,0,508,-88,130,27991
267955,4,103,344,272,292,342,528,34,1709,0,509,-40,98,27992
267985,4,102,343,272,292,341,528,34,1709,0,506,-46,54,27992
268019,4,101,342,272,291,341,529,34,1709,0,507,-88,35,27992
268051,4,101,341,272,291,341,529,34,1709,1,506,-126,75,27991
268082,4,102,342,272,292,341,526,34,1709,0,509,-117,117,27990
268112,4,103,345,272,292,341,528,34,1709,0,506,-71,130,27991
268143,4,103,344,272,292,342,528,34,1709,0,506,-36,99,27990
268174,4,102,343,272,292,341,528,34,1709,1,506,-47,52,27991
268205,4,102,342,272,291,341,529,34,1709,1,508,-89,34,27992
268238,4,102,341,272,291,341,529,34,1709,1,506,-134,73,27987
268268,4,102,342,272,292,341,528,34,1709,1,509,-119,120,27988
268299,4,103,345,272,292,341,528,34,1709,0,509,-69,132,27991
268329,4,103,344,272,292,342,527,34,1709,0,506,-35,98,27991
268360,4,102,343,272,292,341,527,34,1709,0,509,-43,50,27993
268390,4,101,341,272,291,341,528,34,1709,0,509,-91,36,27990
268424,4,102,341,272,291,341,528,34,1709,0,507,-136,75,27991
268454,4,103,343,272,292,341,529,34,1709,1,506,-117,122,27989
268485,4,103,344,272,292,342,527,34,1709,0,509,-70,134,27992
268515,4,103,345,272,292,342,528,34,1709,1,507,-31,99,27990
268546,4,102,343,272,291,341,528,34,1709,2,507,-42,38,27994
268576,4,102,342,272,291,341,528,34,1709,1,507,-107,34,27990
268607,4,101,341,272,291,341,528,34,1709,1,506,-138,75,27989
268640,4,102,343,272,292,341,527,34,1709,0,507,-119,125,27988
268670,4,103,344,272,292,342,528,34,1709,0,509,-69,135,27987
268701,4,103,344,272,292,342,528,34,1709,0,509,-31,81,27990
268732,4,102,343,272,292,341,527,34,1709,0,507,-54,38,27991
268763,4,101,341,272,291,341,528,34,1709,0,506,-109,34,27989
268793,4,101,341,272,292,341,528,34,1709,0,506,-139,75,27989
268824,4,103,343,272,292,341,528,34,1709,0,509,-120,127,27988
268858,4,103,345,272,292,341,528,34,1709,0,506,-66,128,27990
268888,4,103,344,272,292,342,527,34,1709,0,506,-28,81,27991
268918,4,102,343,272,292,341,528,34,1709,0,506,-54,33,27991
268951,4,101,341,272,291,341,527,34,1709,0,500,-110,30,27989
268982,4,102,342,272,292,341,529,34,1709,0,506,-142,75,27991
269012,4,103,343,272,292,341,528,34,1709,0,506,-123,138,27989
269043,4,103,345,272,292,342,529,34,1709,0,506,-50,130,27990
269076,4,103,344,272,292,342,527,34,1709,0,507,-26,80,27990
269107,4,102,343,272,292,341,528,34,1709,1,508,-53,31,27991
269137,4,101,342,272,291,341,527,34,1709,0,506,-113,28,27988
269168,4,102,342,272,291,341,527,34,1709,0,507,-145,97,27986
269199,4,103,343,272,292,341,527,34,1709,0,508,-106,142,27989
269230,4,103,345,272,292,342,527,34,1709,0,505,-48,131,27989
269262,4,103,345,272,292,342,527,34,1709,0,509,-23,81,27990
269293,4,102,343,272,291,341,529,34,1709,0,506,-54,28,27991
269324,4,101,341,272,291,341,527,34,1709,0,509,-130,39,27989
269355,4,102,341,272,292,341,528,34,1709,1,506,-144,97,27988
269385,4,103,343,272,292,341,529,34,1709,1,508,-106,142,27989
269416,4,104,345,272,292,342,529,34,1709,0,531,-45,133,27990
269447,4,103,344,272,292,342,527,34,1709,0,506,-20,78,27992
269480,4,102,342,272,292,341,529,34,1709,1,509,-73,18,27990
269510,4,101,340,272,291,341,528,34,1709,0,507,-132,38,27989
269541,4,102,342,272,291,341,529,34,1709,1,507,-148,99,27989
269572,4,103,344,272,292,341,529,34,1709,0,507,-104,144,27988
269602,4,103,345,272,292,342,528,34,1709,0,506,-44,134,27989
269633,4,103,344,272,292,341,528,34,1709,0,509,-17,78,27989
269664,4,102,342,272,292,341,527,34,1709,0,507,-52,17,27990
269698,4,101,341,272,291,341,528,34,1709,0,508,-133,38,27989
269728,4,102,342,272,292,341,529,34,1709,1,508,-148,99,27988
269759,4,103,344,272,292,341,528,34,1709,1,508,-106,149,27988
269789,4,104,345,272,292,342,528,34,1709,0,505,-42,119,27987
269819,4,103,344,272,292,342,529,34,1709,0,508,-21,55,27991
269852,4,101,342,272,291,341,527,34,1709,1,510,-74,15,27987
269883,4,101,341,272,291,341,528,34,1709,0,507,-137,37,27989
269916,4,102,342,272,292,341,529,34,1709,0,507,-152,122,27986
269946,4,103,344,272,292,342,528,34,1709,0,508,-83,154,27987
269977,4,104,345,272,292,342,527,34,1709,0,508,-24,119,27988
270008,4,103,344,272,292,342,528,34,1709,1,511,-21,53,27989
270038,4,101,342,272,291,341,528,34,1709,0,506,-75,12,27992
270068,4,101,341,272,291,341,528,34,1709,0,507,-138,34,27989
270102,4,102,341,272,291,341,529,34,1709,0,506,-143,124,27987
270133,4,104,344,272,292,342,529,34,1709,0,506,-82,157,27987
270162,4,104,345,272,292,342,529,34,1709,0,508,-20,122,27989
270193,4,103,344,272,292,341,529,34,1709,0,507,-19,52,27990
270224,4,101,342,272,291,341,529,34,1709,0,506,-76,9,27989
270255,4,101,341,272,291,341,528,34,1709,0,505,-142,32,27986
270284,4,102,342,272,292,341,527,34,1709,1,508,-157,127,27984
270318,4,103,344,272,292,341,529,34,1709,1,505,-81,159,27985
270349,4,104,345,272,292,342,528,34,1709,0,508,-18,123,27989
270380,4,103,344,272,292,341,528,34,1709,1,508,-16,52,27986
270410,4,101,342,272,291,341,527,34,1709,0,508,-77,7,27989
270441,4,101,340,272,291,341,528,34,1709,0,508,-144,55,27984
270472,4,102,342,272,291,341,528,34,1709,0,505,-148,128,27984
270501,4,104,345,272,292,342,529,34,1709,0,505,-79,161,27985
270535,4,104,345,272,292,342,527,34,1709,0,505,-16,123,27986
270566,4,103,344,272,292,341,527,34,1709,0,508,-13,46,27989
270597,4,101,341,272,291,341,528,34,1709,0,505,-102,5,27987
270627,4,101,340,272,291,341,528,34,1709,0,505,-161,54,27984
270658,4,102,342,272,292,341,528,34,1709,1,508,-149,130,27985
270689,4,104,345,272,292,342,529,34,1709,1,509,-79,164,27985
270720,4,104,345,272,292,342,529,34,1709,0,506,-11,124,27986
270754,4,103,343,272,292,341,527,34,1709,1,507,-25,24,27988
270785,4,101,341,272,291,341,529,34,1709,0,506,-104,1,27987
270816,4,101,341,272,291,341,528,34,1709,0,506,-164,55,27985
270846,4,102,342,272,292,341,529,34,1709,0,506,-151,134,27984
270877,4,104,345,272,292,342,528,34,1709,0,508,-79,168,27986
270907,4,104,346,272,292,342,528,34,1709,0,505,0,97,27991
270938,4,103,344,272,292,342,529,34,1709,0,508,-25,21,27989
270971,4,101,341,272,291,341,528,34,1709,1,505,-104,-2,27986
271002,4,101,340,272,291,341,530,34,1709,1,506,-166,54,27986
271033,4,102,343,272,292,341,529,34,1709,0,508,-153,157,27986
271064,4,104,345,272,292,342,528,34,1709,0,506,-48,163,27987
271094,4,103,346,272,292,342,529,34,1709,0,508,4,98,27987
271124,4,102,344,272,292,341,529,34,1709,0,508,-24,18,27989
271158,4,101,340,272,291,341,528,34,1709,1,506,-106,-5,27984
271188,4,101,340,272,291,341,527,34,1709,1,505,-169,85,27985
271219,4,103,343,272,292,341,529,34,1709,0,506,-133,160,27984
271250,4,104,346,272,292,342,529,34,1709,0,508,-46,167,27984
271281,4,104,345,272,292,342,528,34,1709,0,506,8,98,27989
271311,4,102,343,272,292,341,528,34,1709,0,508,-23,14,27986
271342,4,101,341,272,291,341,529,34,1709,0,505,-110,-8,27985
271375,4,101,341,272,291,341,529,34,1709,0,505,-177,83,27983
271406,4,103,343,272,292,341,529,34,1709,0,505,-133,164,27982
271436,4,104,346,272,292,342,529,34,1709,2,506,-44,171,27982
271467,4,104,346,272,292,342,528,34,1709,1,505,11,96,27986
271498,4,102,343,272,291,341,526,34,1709,0,508,-20,12,27987
271528,4,101,340,272,291,341,528,34,1709,0,506,-110,3,27983
271559,4,101,340,272,291,341,528,34,1709,0,506,-181,86,27985
271592,4,103,343,272,292,341,527,34,1709,1,506,-134,165,27982
271623,4,104,345,272,292,342,527,34,1709,0,505,-42,171,27986
271654,4,103,346,272,292,342,528,34,1709,1,508,13,64,27986
271685,4,102,342,272,292,341,528,34,1709,1,507,-48,-9,27985
271716,4,101,340,272,291,341,528,34,1709,0,505,-143,0,27985
271747,4,101,340,272,291,341,528,34,1709,0,506,-184,87,27984
271777,4,103,343,272,292,341,527,34,1709,1,506,-136,168,27982
271810,4,104,346,272,292,342,528,34,1709,0,507,-40,155,27986
271841,4,103,346,272,292,342,529,34,1709,0,508,15,62,27986
271872,4,102,342,272,291,341,528,34,1709,0,506,-47,-13,27985
271902,4,100,340,272,291,341,528,34,1709,1,506,-144,-4,27985
271932,4,101,340,272,291,341,528,34,1709,0,506,-188,86,27983
271963,4,103,344,272,292,341,528,34,1709,0,509,-137,173,27981
271996,4,105,347,272,292,342,529,34,1709,0,505,-8,156,27985
272027,4,103,346,272,292,342,528,34,1709,1,507,19,61,27983
272057,4,101,343,272,291,341,529,34,1709,0,507,-48,-17,27986
272088,4,100,339,272,291,341,528,34,1709,2,507,-147,-2,27984
272118,4,101,340,272,291,341,529,34,1709,0,505,-191,89,27981
272149,4,103,344,272,292,341,528,34,1709,0,505,-137,176,27981
272180,4,104,346,272,292,342,528,34,1709,0,474,-35,161,27984
272214,4,103,346,272,292,342,528,34,1709,0,507,22,58,27987
272244,4,101,342,272,291,341,528,34,1709,0,506,-47,-20,27986
272275,4,100,340,272,291,341,528,34,1709,0,508,-151,-6,27985
272306,4,101,341,272,291,341,529,34,1709,0,507,-195,126,27980
272335,4,104,344,272,292,342,529,34,1709,0,505,-104,193,27981
272366,4,104,347,272,292,342,528,34,1709,0,504,-3,161,27984
272397,4,103,346,272,292,342,527,34,1709,0,507,27,58,27985
272431,4,101,342,272,291,341,529,34,1709,1,507,-46,-24,27986
272461,4,100,339,272,291,341,528,34,1709,0,506,-155,18,27983
272492,4,101,341,272,292,341,528,34,1709,0,507,-191,126,27980
272523,4,104,344,272,292,341,528,34,1709,0,507,-104,195,27984
272553,4,105,347,272,292,342,527,34,1709,0,507,3,163,27985
272585,4,103,346,272,292,342,528,34,1709,0,506,31,55,27982
272616,4,101,341,272,291,341,528,34,1709,0,506,-46,-35,27982
272650,4,100,339,272,291,341,528,34,1709,0,507,-183,19,27981
272680,4,102,341,272,292,341,528,34,1709,0,504,-192,129,27982
272711,4,104,345,272,292,342,528,34,1709,0,506,-103,202,27977
272742,4,105,347,272,292,342,527,34,1710,0,505,4,166,27983
272773,4,103,345,272,292,341,528,34,1709,0,507,33,15,27983
272803,4,101,341,272,291,341,528,34,1709,0,506,-85,-40,27982
272837,4,100,339,272,291,341,528,34,1709,0,507,-188,17,27982
272868,4,102,341,272,292,341,528,34,1709,0,504,-197,133,27981
272899,4,104,346,272,292,342,527,34,1709,1,507,-102,206,27982
272933,4,105,347,272,292,342,528,34,1710,1,507,31,130,27981
273126,4,104,346,272,292,342,527,34,1709,1,507,45,91,27986
273158,4,102,343,272,291,341,527,34,1709,0,505,-7,-19,27985
273188,4,100,339,272,291,341,529,34,1709,0,507,-130,-39,27980
273222,4,101,339,272,291,341,529,34,1709,0,505,-214,97,27978
273253,4,103,344,272,292,341,527,34,1709,0,506,-143,200,27978
273284,4,105,347,272,292,342,526,34,1709,0,504,-18,199,27981
273313,4,104,347,272,292,342,527,34,1709,0,505,50,90,27985
273344,4,101,343,272,291,341,529,34,1709,0,507,-6,-26,27984
273375,4,100,339,272,291,341,529,34,1710,0,507,-171,-20,27982
273405,4,101,339,272,291,341,528,34,1709,0,504,-219,99,27978
273439,4,104,344,271,292,342,528,34,1710,0,505,-145,206,27978
273470,4,105,348,272,292,342,527,34,1709,0,505,-14,201,27981
273501,4,104,346,272,292,342,529,34,1709,0,504,52,43,27983
273531,4,101,342,272,291,341,528,34,1709,1,504,-48,-50,27982
273562,4,100,339,272,291,341,530,34,1709,0,506,-175,-22,27980
273592,4,101,340,272,291,341,529,34,1709,1,507,-224,103,27976
273623,4,104,344,272,292,342,528,34,1710,0,505,-144,208,27978
273665,4,105,348,272,292,342,528,34,1710,1,504,25,174,27984
273695,4,103,345,272,292,342,527,34,1710,1,507,52,0,27983
273726,4,100,341,272,291,341,527,34,1710,0,504,-91,-59,27980
273757,4,100,338,272,291,341,528,34,1709,1,504,-210,11,27978
273787,4,102,341,271,292,341,526,34,1710,1,504,-213,149,27977
273817,4,105,346,272,292,342,528,34,1710,1,505,-99,227,27978
273851,4,105,348,272,292,342,527,34,1710,0,507,55,133,27982
273882,4,103,345,272,292,342,527,34,1710,0,505,34,-6,27983
273912,4,100,341,272,291,341,527,34,1710,1,504,-95,-67,27981
273943,4,100,338,272,291,340,528,34,1710,1,505,-214,10,27978
273974,4,102,341,271,292,341,530,34,1710,0,504,-216,153,27976
274007,4,105,347,272,292,342,526,34,1710,0,505,-99,230,27979
274037,4,105,348,272,292,342,527,34,1710,0,504,60,134,27984
274071,4,102,345,272,292,341,529,34,1710,0,504,37,-9,27983
274102,4,100,340,272,291,341,529,34,1710,0,505,-96,-68,27979
274132,4,100,338,272,291,340,528,34,1710,0,504,-219,56,27980
274163,4,103,341,271,292,341,529,34,1710,0,504,-189,198,27975
274193,4,105,347,272,292,342,529,34,1710,0,507,-47,234,27978
274224,4,105,348,272,292,342,528,34,1710,0,507,63,133,27981
274254,4,102,344,272,292,341,529,34,1710,0,506,39,-14,27984
274288,4,100,339,272,291,340,527,34,1710,0,505,-97,-61,27978
274319,4,100,338,272,291,341,529,34,1710,0,505,-241,57,27976
274350,4,103,342,271,292,341,529,34,1710,0,505,-190,201,27973
274380,4,106,347,272,292,342,527,34,1710,0,504,-41,239,27975
274411,4,105,348,272,292,342,527,34,1710,1,505,70,135,27980
274442,4,102,344,272,292,341,529,34,1710,2,504,43,-18,27982
274472,4,99,339,272,291,341,528,34,1710,0,505,-100,-66,27978
274505,4,100,338,271,291,341,529,34,1710,0,505,-247,57,27973
274536,4,103,343,271,292,341,528,34,1710,0,507,-192,205,27975
274567,4,106,348,272,292,342,528,34,1710,0,506,-39,244,27977
274597,4,105,348,272,292,342,528,34,1710,0,504,75,135,27983
274628,4,102,344,273,291,341,528,34,1710,0,503,47,-59,27981
274659,4,99,339,272,291,340,529,34,1710,0,530,-156,-70,27979
274693,4,100,338,272,291,341,529,34,1710,0,505,-251,60,27972
274722,4,104,343,271,292,341,529,34,1710,1,505,-195,209,27973
274753,4,106,348,272,292,342,527,34,1710,0,504,-39,248,27977
274784,4,105,348,272,292,342,527,34,1710,0,505,88,78,27980
274814,4,102,343,273,291,341,527,34,1710,0,506,6,-64,27982
274845,4,99,338,272,291,341,527,34,1710,0,505,-159,-73,27977
274876,4,100,338,271,291,340,529,34,1710,0,505,-257,57,27972
274911,4,104,344,271,292,342,528,34,1710,0,506,-149,243,27974
274942,4,106,348,272,292,342,528,34,1710,0,506,19,228,27976
274972,4,105,348,272,292,342,528,34,1710,0,504,92,79,27977
275003,4,101,343,272,291,341,529,34,1710,0,505,8,-69,27978
275034,4,99,338,272,291,340,529,34,1710,0,504,-162,-76,27973
275064,4,101,338,271,291,340,530,34,1710,0,506,-262,59,27972
275095,4,104,343,271,292,341,527,34,1710,0,505,-151,250,27971
275129,4,106,349,272,292,342,527,34,1710,0,506,22,230,27975
275160,4,104,348,273,292,342,527,34,1710,0,505,97,77,27980
275189,4,101,343,272,291,341,529,34,1710,0,506,8,-75,27979
275220,4,99,337,272,291,340,529,34,1710,0,503,-165,-47,27973
275251,4,101,339,272,291,341,528,34,1710,0,506,-264,121,27972
275281,4,104,344,271,292,342,528,34,1710,0,503,-151,254,27972
275312,4,106,349,272,292,342,527,34,1710,1,506,25,235,27976
275345,4,104,347,273,292,342,528,34,1710,0,506,102,75,27977
275376,4,100,342,272,291,341,528,34,1710,1,506,10,-102,27976
275406,4,99,338,272,291,340,527,34,1710,0,506,-218,-48,27973
275437,4,101,338,271,291,341,528,34,1710,1,505,-269,121,27972
275467,4,104,345,271,292,342,528,34,1710,1,504,-151,261,27973
275497,4,107,349,272,292,342,527,34,1710,0,504,31,239,27974
275528,4,104,348,273,292,342,528,34,1710,0,504,108,75,27979
275562,4,100,342,272,291,341,528,34,1710,0,504,-47,-107,27976
275593,4,99,337,272,291,340,530,34,1710,0,503,-223,-54,27973
275622,4,101,339,271,291,341,530,34,1710,1,506,-274,125,27970
275653,4,105,345,271,292,342,528,34,1710,0,503,-152,266,27973
275684,4,107,350,272,292,342,527,34,1710,0,507,33,242,27974
275715,4,104,348,273,292,342,527,34,1710,1,506,112,72,27979
275748,4,100,341,272,291,341,528,34,1710,0,506,-48,-112,27976
275779,4,98,337,272,291,340,530,34,1710,1,506,-228,-55,27974
275811,4,102,339,271,291,341,529,34,1710,0,504,-278,127,27971
275842,4,105,346,271,292,342,527,34,1710,0,506,-152,285,27972
275872,4,107,350,272,292,342,528,34,1710,33,503,84,197,27977
275903,4,104,347,273,292,342,527,34,1710,0,503,103,6,27978
275934,4,100,341,272,291,341,528,34,1710,0,506,-48,-116,27975
275968,4,99,337,272,291,340,530,34,1710,0,506,-232,-59,27973
275998,4,102,339,271,292,341,529,34,1710,0,504,-284,191,27971
276029,4,106,346,272,292,342,529,34,1710,0,503,-88,290,27973
276060,4,106,350,272,292,342,527,34,1710,0,504,87,200,27975
276090,4,103,347,273,292,342,527,34,1710,1,503,107,4,27978
276121,4,99,340,272,291,341,527,34,1710,0,503,-46,-122,27974
276151,4,99,337,272,291,340,529,34,1710,0,503,-235,-62,27969
276185,4,102,340,271,292,341,529,34,1710,1,504,-260,194,27966
276215,4,106,347,271,292,342,528,34,1710,0,506,-87,294,27969
276246,4,106,350,272,292,343,527,34,1710,0,503,91,202,27972
276277,4,103,347,273,292,342,527,34,1710,0,503,110,2,27976
276307,4,99,340,272,291,341,528,34,1710,0,503,-46,-128,27975
276338,4,99,336,272,291,340,530,34,1710,0,506,-240,-6,27969
276368,4,102,340,271,292,341,529,34,1710,0,502,-265,198,27965
276402,4,106,347,272,292,342,528,34,1710,0,506,-87,298,27969
276432,4,106,350,272,292,343,527,34,1710,1,503,95,204,27975
276463,4,103,346,273,292,342,527,34,1710,0,504,115,-1,27974
276494,4,99,339,272,291,341,528,34,1710,0,503,-47,-134,27973
276525,4,99,336,272,291,340,528,34,1710,1,503,-283,-9,27967
276555,4,102,340,271,292,341,528,34,1710,0,506,-270,201,27965
276589,4,107,348,272,292,342,528,34,1710,1,504,-87,304,27968
276620,4,106,351,272,292,343,528,34,1710,0,504,99,141,27974
276649,4,102,346,273,292,342,528,34,1710,1,504,81,-64,27975
276680,4,98,338,272,291,340,529,34,1710,1,504,-117,-138,27973
276713,4,99,336,271,291,340,529,34,1710,0,504,-289,-11,27968
276744,4,103,342,271,292,341,529,34,1710,1,506,-274,202,27966
276774,4,107,348,272,293,342,528,34,1710,0,503,-87,308,27968
276808,4,106,350,273,292,342,526,34,1710,0,505,135,142,27970
276838,4,102,345,273,291,342,528,34,1710,0,503,84,-66,27975
276869,4,98,338,272,291,340,529,34,1710,0,504,-118,-144,27973
276899,4,99,336,271,291,340,530,34,1710,0,503,-291,-13,27966
276930,4,104,342,271,292,341,528,34,1710,0,502,-277,205,27966
276960,4,107,349,272,292,342,528,34,1710,0,503,-86,303,27970
276990,4,106,351,272,292,343,527,34,1710,0,505,138,145,27973
277024,4,101,346,273,291,341,527,34,1710,0,505,89,-71,27975
277055,4,98,337,272,291,340,528,34,1710,0,504,-119,-146,27972
277085,4,100,336,271,291,340,529,34,1710,0,503,-296,-17,27965
277115,4,104,342,271,292,341,529,34,1710,0,506,-233,264,27965
277146,4,107,349,272,293,342,528,34,1710,0,503,-12,307,27967
277177,4,106,350,273,292,343,527,34,1710,1,505,143,146,27973
277211,4,101,344,273,291,341,530,34,1710,1,502,90,-74,27974
277240,4,98,337,272,291,341,528,34,1710,0,505,-119,-126,27966
277271,4,100,336,271,291,340,529,34,1710,0,503,-320,59,27965
277302,4,105,343,271,292,341,528,34,1710,1,504,-233,269,27963
277332,4,107,349,272,293,343,528,34,1710,0,505,-11,310,27964
277363,4,106,351,273,292,342,528,34,1710,1,504,146,148,27970
277394,4,101,345,273,291,341,528,34,1710,0,505,97,-75,27972
277428,4,98,337,272,291,340,527,34,1710,0,502,-195,-130,27968
277458,4,100,336,271,291,340,529,34,1710,0,504,-324,59,27963
277489,4,105,343,271,292,341,529,34,1710,1,503,-237,271,27962
277520,4,108,350,272,293,343,528,34,1710,0,505,-9,313,27967
277551,4,105,351,273,292,342,527,34,1710,0,503,151,149,27971
277580,4,100,344,273,291,341,528,34,1710,0,505,99,-127,27973
277611,4,98,337,272,291,340,529,34,1710,0,503,-197,-134,27967
277647,4,101,337,271,291,340,529,34,1710,0,504,-327,57,27963
277678,4,105,344,271,292,342,528,34,1710,0,505,-239,274,27963
277708,4,108,351,272,293,343,528,34,1710,1,502,-10,282,27967
277739,4,105,351,273,292,342,526,34,1710,0,505,161,69,27970
277770,4,100,343,273,291,341,529,34,1710,0,502,38,-133,27970
277799,4,98,336,272,291,340,528,34,1710,0,502,-198,-138,27966
277830,4,101,336,271,291,340,529,34,1710,0,505,-331,57,27961
277864,4,106,344,271,292,342,529,34,1710,0,505,-172,316,27965
277895,4,108,351,272,293,343,527,34,1710,1,503,65,283,27965
277925,4,104,350,273,292,342,527,34,1710,1,504,166,68,27971
277956,4,100,343,273,291,341,528,34,1710,1,505,41,-135,27971
277987,4,98,336,272,291,340,528,34,1710,0,505,-198,-141,27967
278018,4,101,337,271,291,340,528,34,1710,0,508,-334,55,27962
278050,4,106,345,271,292,342,529,34,1710,0,504,-173,319,27961
278081,4,108,351,272,293,343,528,34,1710,0,492,65,287,27967
278112,4,104,350,273,292,342,528,34,1710,0,503,167,69,27968
278142,4,99,342,273,291,341,528,34,1710,1,505,43,-136,27969
278173,4,98,336,272,291,340,529,34,1710,0,502,-200,-94,27965
278204,4,102,337,271,292,340,529,34,1710,0,503,-332,137,27961
278235,4,107,345,271,292,342,527,34,1710,0,505,-173,323,27960
278268,4,108,352,272,293,343,528,34,1710,1,502,66,291,27966
278299,4,103,349,273,292,342,527,34,1710,1,505,171,71,27970
278330,4,98,341,273,291,341,530,34,1710,0,502,44,-169,27969
278361,4,98,336,272,291,340,530,34,1710,2,503,-268,-98,27967
278391,4,102,338,271,292,340,528,34,1710,0,502,-335,136,27960
278422,4,107,346,271,292,342,527,34,1710,0,503,-175,323,27961
