Time Stamp (ms), Accel Low X, Accel Low Y, Accel Low Z, Accel Med X, Accel Med Y, Accel Med Z, Accel High Z, Temp (deg C), Pres (Pa), Geiger (counts), Humidity, Gyro X, Gyro Y, Gyro Z
241132,4,102,342,272,292,341,528,33,1707,0,521,-87,77,28002
241162,4,102,343,272,292,341,530,33,1707,1,523,-91,85,28002
241195,4,102,343,272,291,341,529,33,1707,0,520,-85,90,28004
241225,4,102,343,272,292,341,529,33,1707,1,521,-77,87,28005
241259,4,102,343,272,292,341,529,33,1707,0,520,-76,80,28004
241290,4,102,343,272,292,341,528,33,1707,0,520,-81,75,28002
241319,4,102,343,272,292,341,526,33,1707,0,523,-90,75,28002
241350,4,102,343,272,292,341,527,33,1707,1,521,-91,84,28002
241381,4,102,343,272,292,341,529,33,1707,0,520,-83,91,28003
241412,4,102,343,272,292,341,528,33,1707,0,523,-76,87,28002
241445,4,102,343,272,292,341,528,33,1707,1,523,-76,78,28002
241476,4,102,343,272,292,341,529,33,1707,0,522,-81,77,28000
241506,4,102,343,272,292,341,528,33,1707,1,523,-89,79,28002
241537,4,102,343,272,292,341,528,33,1707,0,520,-92,87,28001
241567,4,102,343,272,291,341,527,33,1707,0,520,-84,90,28001
241598,4,102,343,272,292,341,528,33,1707,0,521,-79,88,28002
241629,4,102,343,272,292,341,528,33,1707,2,522,-76,79,28003
241662,4,102,342,272,292,341,528,33,1707,0,522,-85,75,28002
241692,4,102,343,272,292,341,528,33,1707,0,520,-90,78,28004
241723,4,102,343,272,292,341,528,33,1707,0,520,-89,87,28002
241754,4,102,343,272,291,341,528,33,1707,0,521,-82,91,28003
241784,4,102,343,272,291,341,529,33,1707,0,519,-77,89,28001
241815,4,102,343,272,291,341,529,33,1707,0,520,-78,79,28004
241846,4,102,343,272,292,341,529,33,1707,1,521,-82,74,28003
241879,4,102,343,272,292,341,528,33,1707,0,522,-90,78,28002
241909,4,102,343,272,292,341,528,33,1707,0,522,-90,86,28002
241940,4,102,343,272,292,341,528,33,1707,0,521,-84,90,28004
241971,4,102,343,272,291,341,528,33,1707,0,519,-78,90,28001
242001,4,102,343,272,291,341,528,33,1707,0,522,-75,79,28004
242032,4,102,343,272,292,341,528,33,1707,0,519,-83,75,28001
242063,4,102,342,272,292,341,529,33,1707,2,521,-91,78,28003
242098,4,102,343,272,292,341,528,33,1707,1,522,-90,88,28001
242128,4,102,343,272,291,341,528,33,1707,0,522,-82,91,28001
242159,4,102,344,272,292,341,529,33,1707,0,522,-74,85,28002
242190,4,102,343,272,292,341,529,33,1707,0,519,-76,79,28003
242221,4,102,343,272,292,341,528,33,1707,0,521,-83,76,28000
242251,4,102,343,272,292,341,529,33,1707,0,522,-91,78,28002
242282,4,102,343,272,292,341,528,33,1707,0,521,-92,86,28002
242315,4,102,343,272,292,341,529,33,1707,0,519,-82,92,28005
242345,4,102,343,272,291,341,528,33,1707,1,519,-73,87,28002
242376,4,102,343,272,292,341,527,33,1707,0,519,-75,79,28003
242406,4,102,343,272,291,341,528,33,1707,0,519,-81,76,28003
242437,4,102,342,272,292,341,527,33,1707,1,520,-90,76,28001
242467,4,102,343,272,292,341,529,33,1707,0,520,-91,87,28001
242501,4,102,343,272,292,341,528,33,1707,0,522,-84,91,28004
242532,4,102,343,272,292,341,528,33,1707,0,519,-77,86,28002
242562,4,102,343,272,292,341,529,33,1707,0,522,-76,79,28004
242592,4,102,343,272,292,341,529,33,1707,1,519,-81,76,28002
242623,4,102,342,272,292,341,528,33,1707,1,519,-91,81,28003
242654,4,102,343,272,292,341,529,33,1707,0,519,-90,86,28000
242683,4,102,343,272,292,341,528,33,1707,0,519,-83,91,28003
242717,4,102,343,272,292,341,528,33,1707,0,520,-76,87,28006
242876,4,102,343,272,291,341,527,33,1707,1,520,-83,91,28001
243116,4,102,343,272,291,341,528,33,1707,2,520,-74,78,28003
243147,4,102,343,272,292,341,529,33,1707,0,518,-81,75,28002
243178,4,102,343,272,292,341,528,33,1707,2,518,-90,78,28001
243209,4,102,343,272,292,341,529,33,1707,0,521,-91,87,28002
243238,4,102,343,272,291,341,528,33,1707,0,519,-85,91,28002
243272,4,102,343,272,292,341,527,33,1707,0,520,-76,88,28002
243303,4,102,343,272,292,341,528,33,1707,3,519,-76,79,28001
243334,4,102,343,272,292,341,529,33,1707,1,519,-83,73,28003
243364,4,102,342,272,292,341,528,33,1707,0,521,-92,79,28001
243395,4,102,343,272,291,341,528,33,1707,1,521,-92,87,27999
243426,4,102,343,272,292,341,529,33,1707,1,519,-85,91,28003
243457,4,102,343,272,291,341,528,33,1707,0,518,-78,88,28001
243490,4,102,343,272,292,341,529,33,1707,1,521,-76,78,28004
243521,4,102,342,272,292,341,529,33,1707,0,521,-83,76,28004
243552,4,102,343,272,292,341,528,33,1707,1,521,-90,78,28002
243582,4,102,343,272,292,341,528,33,1707,0,519,-90,87,28002
243613,4,102,343,272,291,341,528,33,1707,1,519,-84,92,28002
243644,4,102,343,272,292,341,529,33,1707,0,521,-78,88,28002
243675,4,102,343,272,292,341,529,33,1707,0,520,-76,78,28004
243707,4,102,342,272,292,341,528,33,1707,1,519,-85,76,28000
243738,4,102,342,272,292,341,527,33,1707,0,521,-90,79,28003
243769,4,102,343,272,292,341,528,33,1707,0,521,-91,85,28003
243800,4,102,343,272,292,341,528,33,1707,0,518,-83,90,28001
243830,4,102,343,272,292,341,528,33,1707,0,521,-75,85,28003
243861,4,102,343,272,292,341,528,33,1707,1,521,-76,80,28002
243892,4,102,343,272,292,341,528,33,1707,3,518,-83,74,28000
243926,4,102,343,272,292,341,528,33,1707,1,518,-91,81,28001
243956,4,102,343,272,292,341,528,33,1707,0,518,-89,87,28002
243986,4,102,343,272,292,341,528,33,1707,0,521,-82,91,28002
244020,4,102,343,272,291,341,529,33,1707,0,521,-75,86,28002
244050,4,102,343,272,292,341,529,33,1707,1,518,-76,78,28001
244081,4,102,343,272,292,341,528,33,1707,0,521,-82,75,28003
244115,4,102,343,272,291,341,529,33,1707,1,521,-91,80,28000
244145,4,102,343,272,292,341,529,33,1707,0,518,-90,87,28002
244175,4,102,343,272,292,341,527,33,1707,1,520,-82,90,28000
244206,4,102,343,272,292,341,528,33,1707,0,518,-76,86,28000
244237,4,102,343,272,292,341,527,33,1707,0,519,-76,76,28003
244268,4,102,342,272,292,341,529,33,1707,1,521,-86,74,28000
244298,4,102,342,272,291,341,527,33,1707,0,521,-92,79,28002
244331,4,102,343,272,292,341,529,33,1707,2,519,-90,88,28001
244362,4,102,343,272,292,341,528,33,1707,0,521,-82,91,28004
244392,4,102,343,272,292,341,528,33,1707,0,518,-76,84,28003
244422,4,102,343,272,292,341,528,33,1707,1,544,-78,75,28002
244453,4,102,343,272,291,341,528,33,1707,0,518,-84,75,28003
244484,4,102,343,272,292,341,530,33,1707,0,521,-91,79,28004
244514,4,102,343,272,291,341,527,33,1707,0,521,-90,88,28000
244547,4,102,344,272,292,341,527,33,1707,1,519,-82,92,28000
244578,4,102,343,272,292,341,528,33,1707,0,510,-75,85,28001
244609,4,102,343,272,292,341,528,33,1707,0,519,-77,80,28001
244639,4,102,343,272,292,341,528,33,1707,0,518,-84,74,28001
244669,4,102,343,272,292,341,529,33,1707,0,518,-92,80,28002
244700,4,102,343,272,292,341,528,33,1707,0,520,-92,88,28003
244730,4,102,343,272,292,341,528,33,1707,0,520,-85,91,28002
244763,4,102,344,272,291,341,529,33,1707,1,519,-75,85,28001
244794,4,102,343,272,292,341,528,33,1707,0,518,-76,78,28002
244825,4,102,343,272,292,341,528,33,1707,0,520,-85,75,28003
244855,4,102,343,272,292,341,527,33,1707,0,520,-91,78,28001
244886,4,102,343,272,292,341,529,33,1707,1,518,-92,87,28003
244917,4,102,343,272,292,341,529,33,1707,0,520,-84,91,28002
244948,4,102,343,272,292,341,528,33,1707,1,517,-73,86,28002
244982,4,102,343,272,292,341,527,33,1707,0,517,-77,77,27999
245013,4,102,343,272,291,341,528,33,1707,1,517,-83,74,28003
245044,4,102,343,272,292,341,528,33,1707,0,517,-92,82,28000
245074,4,102,343,272,292,341,528,33,1707,0,517,-88,88,28003
245105,4,102,344,272,292,341,528,33,1707,0,519,-79,91,28002
245136,4,102,344,272,292,341,529,33,1707,0,520,-75,86,28002
245166,4,102,343,272,292,341,529,33,1707,1,519,-77,77,28001
245199,4,102,343,272,292,341,529,33,1707,0,519,-88,74,28003
245230,4,102,343,272,292,341,528,33,1707,0,519,-91,83,28002
245261,4,102,343,272,292,341,528,33,1707,1,520,-90,89,28002
245292,4,102,343,272,292,341,527,33,1707,1,520,-82,91,28003
245322,4,102,343,272,292,341,528,33,1707,0,519,-75,86,28003
245353,4,102,343,272,292,341,528,33,1707,0,520,-76,76,28003
245386,4,102,342,272,292,341,528,33,1707,1,520,-87,74,28002
245416,4,102,343,272,292,341,527,33,1707,0,517,-91,81,28005
245447,4,102,343,272,292,341,529,33,1707,0,520,-88,89,28001
245478,4,102,343,272,292,341,528,33,1707,0,517,-81,91,28001
245509,4,102,343,272,292,341,528,33,1707,0,517,-75,87,28000
245539,4,102,343,272,292,341,528,33,1707,0,520,-76,75,28001
245569,4,102,342,272,292,341,528,33,1707,1,517,-87,76,28001
245603,4,102,342,272,292,341,527,33,1707,0,518,-92,80,28001
245634,4,102,343,272,292,341,529,33,1707,0,520,-91,89,28000
245664,4,102,343,272,292,341,528,33,1707,0,517,-82,90,28004
245695,4,102,343,272,292,341,529,33,1707,2,518,-74,83,28002
245726,4,102,343,272,292,341,529,33,1707,3,519,-78,76,28002
245755,4,102,343,272,292,341,529,33,1707,0,520,-86,73,28001
245786,4,102,342,272,292,341,527,33,1707,0,518,-92,80,28001
245822,4,102,343,272,291,341,529,33,1707,1,518,-87,90,28001
245853,4,102,343,272,292,341,528,33,1707,0,520,-79,92,27999
245882,4,102,343,272,292,341,528,33,1707,0,518,-74,84,28001
245913,4,102,343,272,292,341,528,33,1707,0,520,-77,76,28000
245944,4,102,343,272,292,341,527,33,1707,0,518,-85,72,28003
245975,4,102,342,272,292,341,527,33,1707,0,518,-93,80,28003
246005,4,102,343,272,292,341,529,33,1707,0,518,-91,90,28002
246038,4,102,343,272,292,341,529,33,1707,0,518,-80,92,27999
246069,4,102,344,272,292,341,529,33,1707,0,518,-75,83,28003
246099,4,102,342,272,292,341,529,33,1707,0,517,-78,77,28001
246130,4,102,342,272,291,341,529,33,1707,0,520,-86,74,28003
246160,4,102,342,272,292,341,528,33,1707,0,519,-91,82,28001
246191,4,102,343,272,292,341,529,33,1707,0,517,-88,91,27999
246221,4,102,343,272,292,341,527,33,1707,0,517,-79,90,28001
246262,4,102,343,272,292,341,528,33,1707,1,520,-73,83,28002
246293,4,102,343,272,292,341,529,33,1707,1,520,-79,76,28004
246324,4,102,342,272,292,341,528,33,1707,0,519,-88,77,28000
246354,4,102,343,272,292,341,528,33,1707,0,518,-94,82,28002
246384,4,102,343,272,292,341,529,33,1707,0,518,-85,90,28003
246415,4,102,343,272,292,341,528,33,1707,0,517,-76,89,28002
246446,4,102,343,272,292,341,527,33,1707,0,520,-75,81,28001
246478,4,102,343,272,292,341,528,33,1707,0,516,-79,75,28001
246509,4,102,343,272,291,341,528,33,1707,0,512,-87,74,28003
246540,4,102,342,272,292,341,528,33,1707,1,516,-92,85,28002
246571,4,102,343,272,291,341,528,33,1707,0,519,-85,91,28001
246601,4,102,343,272,291,341,529,33,1707,0,516,-77,90,28001
246632,4,102,344,272,291,341,530,33,1707,0,519,-74,83,28003
246665,4,102,343,272,292,341,528,33,1707,0,517,-80,74,28001
246697,4,102,342,272,291,341,528,33,1707,0,519,-90,76,28004
246728,4,102,342,272,292,341,528,33,1707,0,516,-91,85,28000
246759,4,102,343,272,291,341,527,33,1707,0,519,-87,92,28000
246790,4,102,343,272,292,341,528,33,1707,0,518,-77,91,28004
246820,4,102,343,272,292,341,528,33,1707,0,517,-74,82,28002
246851,4,102,343,272,292,341,528,33,1707,0,518,-78,73,28001
246884,4,102,342,272,292,341,527,33,1707,0,519,-88,78,28000
246915,4,102,342,272,292,341,527,33,1707,1,518,-92,84,28001
246945,4,102,343,272,292,341,528,33,1707,0,519,-86,92,28002
246976,4,102,343,272,292,341,527,33,1707,0,518,-77,90,28002
247007,4,102,343,272,292,341,528,33,1707,1,517,-74,80,28001
247036,4,102,343,272,292,341,527,33,1707,0,516,-82,75,28002
247067,4,102,342,272,292,341,527,33,1707,0,517,-90,77,28001
247101,4,102,343,272,291,341,529,33,1707,0,519,-90,85,28000
247132,4,102,343,272,292,341,529,33,1707,1,548,-87,92,28001
247162,4,102,343,272,292,341,529,33,1707,0,516,-76,87,28003
247193,4,102,343,272,292,342,528,33,1707,0,519,-74,81,28001
247224,4,102,343,272,292,341,528,33,1707,0,516,-80,74,28000
247254,4,102,342,272,292,341,528,33,1707,0,519,-89,73,28001
247284,4,102,342,272,291,341,528,33,1707,0,517,-93,85,28000
247318,4,102,343,272,292,341,529,33,1707,0,519,-85,93,28000
247349,4,102,343,272,292,341,527,33,1707,1,519,-76,88,28002
247379,4,102,343,272,292,341,528,33,1707,1,517,-74,81,28003
247410,4,102,343,272,292,341,527,33,1707,0,516,-80,75,28001
247441,4,102,343,272,291,341,528,33,1707,0,516,-89,75,28000
247471,4,102,343,272,292,341,528,33,1707,0,517,-93,84,28000
247501,4,102,343,272,292,341,527,33,1707,0,517,-87,93,28002
247535,4,102,343,272,292,341,530,33,1707,1,516,-77,88,28001
247566,4,102,343,272,292,341,528,33,1707,0,519,-74,82,28000
247599,4,102,343,272,291,341,528,33,1707,1,519,-80,72,28001
247629,4,102,342,272,292,341,528,33,1707,0,519,-92,77,28002
247659,4,102,343,272,292,341,527,33,1707,1,519,-92,88,28001
247690,4,102,343,272,292,341,529,33,1707,1,519,-85,92,28000
247720,4,102,343,272,292,341,528,33,1707,1,516,-76,90,28001
247749,4,102,343,272,292,341,528,33,1707,0,516,-73,82,28000
247779,4,102,342,272,292,341,527,33,1707,0,517,-79,72,27999
247810,4,102,343,272,291,341,528,33,1707,0,516,-88,76,28000
247840,4,102,342,272,292,341,529,33,1707,0,516,-93,84,28000
247871,4,102,343,272,292,341,528,33,1707,0,516,-88,93,28002
247901,4,102,343,272,292,341,527,33,1707,1,516,-76,89,28002
247934,4,102,343,272,291,341,528,33,1707,0,516,-74,80,28002
247965,4,102,343,272,292,341,530,33,1707,1,516,-78,75,28002
247996,4,102,342,272,292,341,528,33,1707,0,519,-89,76,28003
248026,4,102,343,272,292,341,528,33,1707,0,517,-95,88,28001
248056,4,102,343,272,292,341,527,33,1707,0,518,-86,92,28000
248087,4,102,343,272,292,341,528,33,1707,1,515,-76,89,28003
248118,4,102,343,272,292,341,528,33,1707,0,517,-74,81,28001
248151,4,102,343,272,291,341,528,33,1707,1,516,-79,75,28004
248181,4,102,343,272,292,341,527,33,1707,0,518,-90,76,28001
248212,4,102,343,272,292,341,528,33,1707,0,517,-93,86,28002
248243,4,102,343,272,292,341,529,33,1707,1,517,-86,90,28000
248273,4,102,344,272,292,341,528,33,1707,1,517,-77,89,28000
248304,4,102,343,272,292,341,529,33,1707,0,516,-74,80,28001
248334,4,102,343,272,292,341,528,33,1707,1,518,-80,73,28003
248368,4,102,342,272,292,341,528,33,1707,0,518,-91,77,28001
248398,4,102,342,272,292,341,529,33,1707,0,515,-93,86,28001
248429,4,102,343,272,292,341,527,33,1707,0,518,-88,92,27999
248460,4,102,343,272,292,341,528,33,1707,0,515,-77,90,28002
248491,4,102,343,272,292,341,529,33,1707,0,515,-75,80,28002
248522,4,102,343,272,292,341,528,33,1707,0,515,-83,73,28002
248553,4,102,343,272,292,341,528,33,1707,0,516,-91,79,28001
248587,4,102,343,272,292,341,528,33,1707,1,518,-92,86,28001
248617,4,102,343,272,291,342,527,33,1707,0,518,-87,93,28002
248648,4,102,343,272,291,341,527,33,1707,0,518,-77,88,28003
248678,4,102,343,272,292,341,528,33,1707,0,515,-74,77,28003
248709,4,102,343,272,292,341,528,33,1707,0,518,-82,73,28002
248739,4,102,342,272,292,341,527,33,1707,1,515,-92,76,28001
248770,4,102,343,272,292,341,529,33,1708,0,516,-93,87,28000
248804,4,102,343,272,292,341,528,33,1707,1,515,-88,93,28003
248835,4,102,343,272,292,341,528,33,1707,0,515,-75,89,28000
248865,4,102,343,272,292,341,530,33,1707,0,517,-73,79,28003
248895,4,102,343,272,292,341,528,33,1707,1,515,-82,72,28001
248926,4,102,343,272,292,341,527,33,1707,0,518,-90,76,28001
248956,4,102,343,272,291,341,529,33,1707,0,518,-93,84,28000
248990,4,102,343,272,292,341,528,33,1707,1,515,-82,93,28003
249021,4,102,343,272,292,341,528,33,1707,0,515,-76,88,27999
249052,4,102,343,272,292,341,529,33,1708,0,517,-75,78,28002
249082,4,102,343,272,292,341,528,33,1707,0,515,-81,74,28001
249112,4,102,343,272,292,341,528,33,1707,0,518,-90,77,28002
249143,4,102,343,272,292,341,529,33,1707,0,518,-93,88,28002
249174,4,102,343,272,291,341,527,33,1707,0,516,-84,93,28000
249207,4,102,343,272,292,341,527,33,1708,0,516,-76,89,28000
249238,4,102,343,272,292,341,527,33,1708,0,516,-74,79,28001
249269,4,102,343,272,292,341,528,33,1707,0,516,-82,73,28000
249299,4,102,343,272,292,341,528,33,1707,0,516,-90,78,28004
249329,4,102,343,272,292,341,529,33,1708,0,515,-91,87,28003
249360,4,102,343,272,292,341,528,33,1708,0,518,-83,92,28002
249391,4,102,343,272,292,341,528,33,1708,0,518,-76,89,28001
249426,4,102,343,272,292,341,527,33,1708,0,504,-74,77,28002
249457,4,102,342,272,292,341,526,33,1707,0,512,-85,73,28001
249487,4,102,342,272,291,341,529,33,1707,0,515,-92,79,28003
249518,4,102,343,272,292,341,529,33,1708,0,515,-93,87,27998
249548,4,102,343,272,292,341,529,33,1708,0,518,-84,93,28000
249578,4,102,343,272,292,341,528,33,1708,0,516,-77,88,28002
249609,4,102,343,272,292,341,528,33,1708,0,515,-73,80,28001
249643,4,102,343,272,292,341,529,33,1708,0,516,-84,75,28002
249673,4,102,343,272,291,341,527,33,1708,1,517,-92,79,27999
249703,4,102,343,272,292,341,528,33,1708,1,517,-91,88,27999
249734,4,102,343,272,292,341,526,33,1708,0,517,-86,91,28000
249764,4,102,343,272,292,341,529,33,1708,0,516,-76,89,28002
249794,4,102,343,272,292,341,528,33,1708,0,514,-74,78,28000
249825,4,102,342,272,292,341,527,33,1708,0,515,-84,73,28004
249859,4,102,342,272,291,341,528,33,1708,0,516,-91,78,28003
249889,4,102,343,272,291,341,529,33,1708,0,514,-93,87,28002
249920,4,102,343,272,292,341,528,33,1708,0,516,-84,92,28001
249950,4,102,343,272,291,341,528,33,1708,0,516,-76,88,28002
249980,4,102,343,272,292,341,528,33,1708,1,516,-76,76,28001
250011,4,102,343,272,291,341,528,33,1708,1,516,-84,72,28003
250042,4,102,343,272,291,341,529,33,1708,0,516,-91,78,28002
250076,4,102,343,272,292,341,528,33,1708,0,515,-91,88,28001
250106,4,102,343,272,292,341,528,33,1708,0,514,-82,94,28002
250137,4,102,343,272,292,341,529,33,1708,0,517,-75,86,28000
250168,4,102,343,272,292,341,528,33,1708,0,515,-77,78,28001
250198,4,102,343,272,292,341,527,33,1708,1,517,-84,74,28002
250228,4,102,342,272,292,341,528,33,1708,0,517,-91,78,28003
250262,4,102,343,272,292,341,528,33,1708,0,516,-90,88,28000
250293,4,102,343,272,292,341,528,33,1708,0,514,-82,94,28000
250324,4,102,343,272,292,341,528,33,1708,0,515,-73,85,28001
250356,4,102,343,272,292,341,528,33,1708,0,517,-74,77,28002
250386,4,102,343,272,292,341,528,33,1708,0,517,-83,72,28001
250417,4,102,343,272,292,341,528,33,1708,1,517,-93,79,28002
250447,4,102,342,272,292,341,528,33,1708,0,514,-90,88,27999
250481,4,102,343,272,292,341,528,33,1708,0,514,-81,92,28002
250512,4,102,343,272,291,341,528,33,1708,0,514,-74,87,28000
250543,4,102,343,272,292,341,528,33,1708,1,525,-75,76,28000
250572,4,102,342,272,292,341,529,33,1708,0,517,-87,74,28001
250603,4,102,343,272,292,341,528,33,1708,0,515,-92,79,28001
250634,4,102,343,272,292,341,529,33,1708,0,514,-90,89,27999
250664,4,102,343,272,292,341,529,33,1708,1,514,-82,93,28000
250698,4,102,343,272,292,341,528,33,1708,0,517,-74,84,28001
250729,4,102,343,272,292,341,528,33,1708,0,514,-77,75,28002
250759,4,102,342,272,292,341,528,33,1708,0,515,-87,73,28000
250789,4,102,342,272,292,341,528,33,1708,0,517,-92,80,28000
250820,4,102,343,272,292,341,528,33,1708,3,516,-91,88,27997
250851,4,102,343,272,291,341,528,33,1708,1,514,-84,93,28001
250882,4,102,343,272,292,341,528,33,1708,0,514,-75,88,28001
250915,4,102,343,272,292,341,529,33,1708,1,515,-77,76,28001
250946,4,102,342,272,292,341,528,33,1708,0,515,-87,73,28001
250976,4,102,342,272,292,341,529,33,1708,0,515,-91,81,28000
251006,4,102,343,272,292,341,529,33,1708,0,517,-89,88,28002
251037,4,102,343,272,292,341,529,33,1708,0,517,-82,94,28002
251068,4,102,343,272,292,341,529,33,1708,1,515,-74,84,28001
251099,4,102,343,272,291,341,528,33,1708,0,517,-77,75,27999
251131,4,102,343,272,292,341,528,33,1708,1,514,-87,74,28002
251162,4,102,343,272,292,341,529,33,1708,0,515,-93,80,28001
251193,4,102,343,272,292,341,529,33,1708,0,514,-91,89,28001
251225,4,102,343,272,292,341,528,33,1708,0,515,-80,92,28002
251255,4,102,343,272,291,341,528,33,1708,0,514,-75,85,28000
251286,4,102,343,272,292,341,529,33,1708,0,515,-76,75,28002
251317,4,102,343,272,292,341,528,33,1708,0,514,-86,73,28001
251350,4,102,342,272,291,341,527,33,1708,0,514,-92,80,28002
251380,4,102,343,272,291,341,527,33,1708,0,515,-90,92,28000
251411,4,102,343,272,292,341,528,33,1708,0,514,-79,92,28000
251442,4,102,343,272,291,341,529,33,1708,0,515,-73,84,28002
251471,4,102,343,272,292,341,528,33,1708,1,515,-76,77,28001
251502,4,102,343,272,292,341,529,33,1708,1,514,-86,73,28001
251536,4,102,342,272,292,341,528,33,1708,1,523,-94,82,28000
251567,4,102,343,272,292,341,528,33,1708,1,514,-88,90,28002
251596,4,102,343,272,292,341,529,33,1708,1,515,-80,93,28002
251627,4,102,343,272,292,341,529,33,1708,0,514,-72,84,28004
251658,4,102,343,272,292,341,528,33,1708,0,516,-77,76,28003
251688,4,102,343,272,292,341,527,33,1708,1,514,-86,74,28001
251719,4,102,343,272,292,341,528,33,1708,0,516,-92,82,28001
251753,4,102,343,272,292,341,527,33,1708,0,514,-89,90,28003
251784,4,102,343,272,292,341,529,33,1708,0,517,-80,92,28000
251813,4,102,343,272,291,341,529,33,1708,0,516,-75,86,28002
251844,4,102,343,272,292,341,527,33,1708,2,515,-77,76,28002
251875,4,102,343,272,292,341,529,33,1708,0,516,-89,74,28001
251906,4,102,343,272,292,341,528,33,1708,0,516,-93,83,28001
251936,4,102,343,272,292,341,529,33,1708,0,514,-89,90,28001
251970,4,102,343,272,292,341,529,33,1708,1,516,-80,93,28000
252000,4,102,343,272,292,341,529,33,1708,0,515,-74,83,28001
252030,4,102,343,272,292,341,528,33,1708,1,516,-78,75,28003
252061,4,102,342,272,292,341,528,33,1708,0,516,-87,75,28002
252092,4,102,343,272,292,341,528,33,1708,0,515,-91,80,28003
252123,4,102,343,272,292,341,529,33,1708,0,515,-88,90,28004
252154,4,102,343,272,292,341,529,33,1708,1,516,-79,94,28001
252188,4,102,343,272,292,341,528,33,1708,1,515,-74,80,28000
252219,4,102,343,272,292,341,528,33,1708,0,515,-80,76,28002
252250,4,102,343,272,292,341,527,33,1708,0,515,-87,73,28000
252280,4,102,343,272,292,341,528,33,1708,1,513,-92,81,27999
252311,4,102,343,272,292,341,530,33,1708,0,516,-90,90,28002
252341,4,102,343,272,292,341,528,33,1708,1,515,-78,89,28001
252371,4,102,343,272,292,341,529,33,1708,0,514,-75,82,28000
252405,4,102,343,272,292,341,528,33,1708,0,516,-78,74,27999
252436,4,102,343,272,292,341,530,33,1708,0,513,-88,75,28002
252467,4,102,343,272,292,341,529,33,1708,0,514,-92,82,28001
252497,4,102,343,272,292,341,529,33,1708,0,516,-86,92,28001
252528,4,102,343,272,291,341,527,33,1708,0,513,-79,89,28002
252558,4,102,343,272,292,341,527,33,1708,1,514,-74,83,28001
252589,4,102,343,272,292,341,528,33,1708,0,514,-79,74,28001
252622,4,102,342,272,292,341,527,33,1708,0,516,-88,77,28002
252653,4,102,343,272,292,341,529,33,1708,0,513,-93,85,28002
252684,4,102,343,272,292,341,529,33,1708,2,513,-86,91,27999
252715,4,102,343,272,292,341,528,33,1708,0,516,-79,90,28002
252745,4,102,343,272,292,341,528,33,1708,0,513,-74,83,28001
252775,4,102,343,272,292,341,528,33,1708,0,513,-78,75,28000
252809,4,102,343,272,291,341,528,33,1708,0,516,-91,75,28002
252839,4,102,343,272,292,341,527,33,1708,0,514,-93,85,28002
252869,4,102,343,272,292,341,527,33,1708,1,516,-86,89,28001
252900,4,102,343,272,291,341,528,33,1708,0,513,-80,91,28001
252931,4,102,343,272,292,341,528,33,1708,0,514,-73,83,28001
252961,4,102,343,272,292,341,529,33,1708,0,513,-78,75,28003
252991,4,102,343,272,292,341,528,33,1708,0,516,-87,76,28001
253025,4,102,342,272,292,341,529,33,1708,1,514,-92,85,28001
253057,4,102,343,272,292,341,528,33,1708,0,516,-88,89,28002
253087,4,102,343,272,292,341,529,33,1708,0,514,-80,90,28000
253118,4,102,343,272,291,342,528,33,1708,0,513,-74,80,28002
253149,4,102,342,272,292,341,529,33,1708,0,514,-81,75,27999
253179,4,102,343,272,292,341,527,33,1708,0,514,-89,74,28000
253209,4,102,343,272,292,341,527,33,1708,0,516,-92,84,28000
253243,4,102,343,272,292,341,528,33,1708,0,513,-87,91,28001
253274,4,102,343,272,292,341,529,33,1708,0,514,-79,89,28000
253304,4,102,343,272,292,341,528,33,1708,0,516,-75,81,28001
253334,4,102,343,272,292,341,527,33,1708,0,516,-80,73,28000
253365,4,102,343,272,292,341,528,33,1708,1,514,-89,76,27999
253395,4,102,342,272,292,341,527,33,1708,0,513,-92,83,28000
253426,4,102,343,272,292,341,528,33,1708,1,513,-88,90,28000
253460,4,102,343,272,292,342,527,33,1708,0,513,-76,87,28000
253491,4,102,343,272,292,341,527,33,1708,1,513,-74,80,28002
253521,4,102,343,272,292,341,528,34,1708,0,513,-80,74,28001
253552,4,102,342,272,292,341,528,34,1708,0,515,-90,76,28001
253583,4,102,342,272,292,341,528,33,1708,1,514,-93,84,28001
253613,4,102,343,272,292,341,528,33,1708,0,513,-87,91,28002
253643,4,102,343,272,292,341,528,34,1708,0,516,-76,91,28003
253677,4,102,343,272,292,341,528,33,1708,0,513,-74,82,28002
253708,4,102,343,272,292,341,528,34,1708,1,513,-79,74,27998
253739,4,102,343,272,292,341,529,33,1708,0,514,-88,76,28000
253769,4,102,343,272,292,341,528,34,1708,0,514,-92,87,28001
253799,4,102,343,272,292,341,528,34,1708,0,514,-85,93,28003
253830,4,102,343,272,292,341,528,34,1708,0,513,-78,89,28002
253863,4,102,343,272,292,341,527,34,1708,0,515,-76,80,27999
253894,4,102,343,272,292,341,528,33,1708,0,516,-80,76,28003
253925,4,102,343,272,292,341,528,34,1708,0,516,-89,77,28002
253957,4,102,343,272,292,341,528,34,1708,0,513,-92,85,28000
253987,4,102,343,272,292,341,528,33,1708,0,514,-86,91,28000
254018,4,102,343,272,292,341,527,34,1708,0,515,-76,89,27999
254049,4,102,343,272,292,341,529,34,1708,1,515,-76,81,28001
254083,4,102,343,272,292,341,529,34,1708,0,515,-82,75,28002
254113,4,102,342,272,292,341,528,34,1708,1,508,-90,78,28000
